84.2920491695404	45
85.29475259780884	59
86.29791331291199	50
87.30164623260498	41
88.30450391769409	55
89.30873680114746	48
90.31095314025879	59
92.31835579872131	54
93.32150673866272	64
94.32493495941162	60
95.32764267921448	67
95.32776308059692	53
97.33432674407959	63
97.33445930480957	44
98.33784770965576	38
99.34180068969727	52
100.34444499015808	44
101.34833979606628	57
102.35154390335083	51
104.35818099975586	61
105.36085844039917	58
106.36470437049866	66
107.36814022064209	55
108.37091636657715	64
108.3710355758667	46
109.37454271316528	58
110.37792730331421	51
111.3816556930542	43
112.38453197479248	56
113.38784718513489	49
114.39122939109802	60
116.39818120002747	54
117.40118312835693	64
118.40473222732544	60
119.40786838531494	67
119.40798854827881	50
120.41128492355347	61
121.4151976108551	41
122.41785621643066	39
123.4216959476471	54
124.42438411712646	46
125.42847514152527	58
126.43107795715332	53
128.4378423690796	62
129.44189763069153	59
130.44441294670105	67
130.44454383850098	53
132.45103573799133	63
132.4511752128601	46
133.454687833786	38
134.45788669586182	52
135.46133279800415	44
136.46433472633362	56
137.46811604499817	49
138.47131276130676	60
140.47848868370056	56
141.48174262046814	65
142.48446702957153	58
143.48819875717163	66
143.48845767974854	48
144.491760969162	59
145.4943823814392	50
146.49844908714294	41
147.50108647346497	55
148.50507926940918	48
149.50773358345032	58
150.51099348068237	54
152.5185308456421	64
153.5209355354309	59
154.5247838497162	67
154.52496528625488	53
156.53098320960999	63
156.53110647201538	44
157.53428101539612	39
158.53737020492554	52
159.5407145023346	44
160.54423260688782	57
161.54777455329895	51
162.5509169101715	61
164.55784606933594	58
165.5617651939392	66
165.5620665550232	55
167.56752276420593	64
167.56763339042664	46
168.5710973739624	58
169.5744264125824	51
170.57776618003845	43
171.58108472824097	56
172.585058927536	49
173.5878028869629	60
174.59172654151917	56
176.59741616249084	65
177.60120487213135	58
178.604989528656	66
178.6052815914154	48
179.60786080360413	59
180.6110396385193	50
181.6147940158844	41
182.61779689788818	55
183.62155508995056	48
184.62513494491577	58
185.62838053703308	53
186.63108491897583	62
188.6376326084137	59
189.641459941864	67
189.64174032211304	53
190.6445689201355	63
191.647789478302	44
192.65116119384766	38
193.65445685386658	52
194.65786385536194	44
195.66113376617432	57
196.66455006599426	51
197.66770386695862	61
198.67100596427917	58
200.67772006988525	66
200.67784118652344	55
202.68435764312744	66
202.68448090553284	48
203.68789196014404	59
204.69124221801758	50
205.69461297988892	41
206.6977880001068	55
207.70114254951477	48
208.7044141292572	59
209.70783591270447	54
210.7118203639984	64
212.7181694507599	60
213.7214376926422	67
213.7217571735382	50
214.72459650039673	61
215.7276747226715	41
216.73151469230652	39
217.7350664138794	54
218.7384467124939	44
219.74163603782654	57
220.74505949020386	51
221.7477903366089	61
222.7509744167328	58
224.75830912590027	66
224.75855684280396	55
225.76148080825806	64
226.7643461227417	46
227.7681827545166	58
228.7716646194458	51
229.7747142314911	43
230.77836108207703	56
231.78183388710022	49
232.78450107574463	60
233.7877471446991	56
234.7909803390503	65
235.79424476623535	58
237.80124521255493	67
237.80138897895813	50
238.80519104003906	61
239.80769157409668	41
240.81104350090027	39
241.81432580947876	54
242.81744503974915	46
243.82097363471985	58
244.8242905139923	53
245.82771801948547	62
246.83178877830505	59
248.83838820457458	67
248.8386685848236	53
249.84103798866272	63
250.84512305259705	44
251.84844827651978	38
252.85108852386475	52
253.85505938529968	44
254.85833287239075	57
255.8611557483673	51
256.86502861976624	60
257.86764669418335	56
258.8711154460907	65
259.8744122982025	58
261.88111567497253	66
261.88126516342163	48
262.8852105140686	59
263.88847303390503	50
264.89123606681824	41
265.89530849456787	55
266.8985788822174	48
267.901558637619	59
268.90536069869995	54
269.90858125686646	64
270.911474943161	60
272.9182324409485	67
272.9185073375702	50
273.92172503471375	61
274.9246690273285	41
275.9275658130646	39
276.93143129348755	54
277.9351670742035	46
278.9383533000946	58
279.940966129303	53
280.94458174705505	62
281.94843792915344	59
283.95444989204407	66
283.9545702934265	55
284.9576516151428	64
285.9610707759857	46
286.96496748924255	38
287.96831488609314	52
288.9711034297943	44
289.9745726585388	57
290.9783797264099	51
291.9817352294922	60
292.98505425453186	56
293.9883394241333	65
294.9911036491394	58
295.99504566192627	66
296.99782156944275	48
298.0018436908722	59
299.0051169395447	50
300.00765681266785	41
301.01100158691406	55
302.0150327682495	48
303.01797747612	59
304.02166080474854	54
305.02427673339844	64
306.02829694747925	59
308.03435826301575	67
308.0345034599304	53
309.0377793312073	63
310.041136264801	44
311.0444760322571	38
312.04841136932373	52
313.0510709285736	44
314.0549523830414	57
315.05783891677856	51
316.0611414909363	61
317.06503558158875	58
318.06770181655884	66
319.0710029602051	55
320.07451343536377	66
321.0778012275696	48
322.08181047439575	59
323.08469700813293	51
324.08787727355957	43
325.09115958213806	56
326.09525203704834	48
327.09788489341736	59
328.1017339229584	56
329.10436820983887	64
330.10769510269165	60
332.1143491268158	67
332.11448669433594	50
333.11858677864075	61
334.12178921699524	50
335.12434935569763	39
336.12761759757996	54
337.1313211917877	46
338.13439655303955	58
339.1376347541809	53
340.1408748626709	62
341.14428901672363	59
342.14813232421875	67
343.15138125419617	53
344.15450286865234	64
345.15784430503845	46
346.16166472435	38
347.16469526290894	52
348.16801261901855	43
349.17102694511414	56
350.1745386123657	49
351.17765951156616	60
352.18105387687683	56
353.1843092441559	65
354.1877772808075	58
355.1912236213684	66
356.194589138031	52
357.1977961063385	59
358.20099425315857	50
359.20429944992065	41
360.2078540325165	55
361.2112078666687	46
362.2143907546997	58
